framework,samples ,framework contributors ,sample contributors,common contributors,common/framework ,common/sample
Android,android-ScopedDirectoryAccess,3221,2,0,0,0
Android,android-RuntimePermissions,3221,1,0,0,0
Android,android-RevealEffectBasic,3221,1,0,0,0
Android,android-RepeatingAlarm,3221,1,0,0,0
Android,android-RenderScriptIntrinsic,3221,1,0,0,0
Android,android-RecyclerView,3221,1,0,0,0
Android,android-RecipeAssistant,3221,1,0,0,0
Android,android-Quiz,3221,1,0,0,0
Android,android-PermissionRequest,3221,1,0,0,0
Android,android-PdfRendererBasic,3221,1,0,0,0
Android,android-NotificationChannels,3221,1,0,0,0
Android,android-NfcProvisioning,3221,1,0,0,0
Android,android-NetworkConnect,3221,1,0,0,0
Android,android-NavigationDrawer,3221,2,1,"0,000310462589258","0,5"
Android,android-MultiWindowPlayground,3221,1,0,0,0
Android,android-MidiSynth,3221,1,0,0,0
Android,android-MidiScope,3221,1,0,0,0
Android,android-MediaRouter,3221,1,0,0,0
Android,android-MediaBrowserService,3221,1,0,0,0
Android,android-LNotifications,3221,1,0,0,0
Android,android-JobScheduler,3221,2,1,"0,000310462589258","0,5"
Android,android-Interpolator,3221,1,0,0,0
Android,android-ImmersiveMode,3221,1,0,0,0
Android,android-HorizontalPaging,3221,1,0,0,0
Android,android-HdrViewfinder,3221,1,0,0,0
Android,android-GridViewPager,3221,1,0,0,0
Android,android-Geofencing,3221,1,0,0,0
Android,android-FloatingActionButtonBasic,3221,1,0,0,0
Android,android-Flashlight,3221,1,0,0,0
Android,android-FingerprintDialog,3221,3,0,0,0
Android,android-FindMyPhone,3221,1,0,0,0
Android,android-ElizaChat,3221,1,0,0,0
Android,android-ElevationDrag,3221,2,1,"0,000310462589258","0,5"
Android,android-ElevationBasic,3221,2,1,"0,000310462589258","0,5"
Android,android-DrawableTinting,3221,1,0,0,0
Android,android-DragAndDropAcrossApps,3221,1,0,0,0
Android,android-DownloadableFonts,3221,2,0,0,0
Android,android-DoneBar,3221,1,0,0,0
Android,android-DocumentCentricRelinquishIdentity,3221,1,0,0,0
Android,android-DocumentCentricApps,3221,1,0,0,0
Android,android-DirectShare,3221,1,0,0,0
Android,android-DirectorySelection,3221,1,0,0,0
Android,android-DeviceOwner,3221,1,0,0,0
Android,android-DelayedConfirmation,3221,1,0,0,0
Android,android-CustomTransition,3221,1,0,0,0
Android,android-CustomNotifications,3221,1,0,0,0
Android,android-ContentProviderPaging,3221,1,0,0,0
Android,android-ConfirmCredential,3221,2,0,0,0
Android,android-CommitContentSampleIME,3221,1,0,0,0
Android,android-CommitContentSampleApp,3221,1,0,0,0
Android,android-ClippingBasic,3221,2,1,"0,000310462589258","0,5"
Android,android-CardView,3221,1,0,0,0
Android,android-CardReader,3221,1,0,0,0
Android,android-CardEmulation,3221,1,0,0,0
Android,android-BorderlessButtons,3221,1,0,0,0
Android,android-BluetoothAdvertisements,3221,1,0,0,0
Android,android-BeamLargeFiles,3221,1,0,0,0
Android,android-BatchStepSensor,3221,1,0,0,0
Android,android-BasicTransition,3221,1,0,0,0
Android,android-BasicSyncAdapter,3221,3,1,"0,000310462589258","0,333333333333333"
Android,android-BasicNotifications,3221,1,0,0,0
Android,android-BasicNetworking,3221,1,0,0,0
Android,android-BasicMultitouch,3221,1,0,0,0
Android,android-BasicMediaRouter,3221,1,0,0,0
Android,android-BasicMediaDecoder,3221,2,0,0,0
Android,android-BasicManagedProfile,3221,2,1,"0,000310462589258","0,5"
Android,android-BasicImmersiveMode,3221,1,0,0,0
Android,android-BasicGestureDetect,3221,1,0,0,0
Android,android-BasicContactables,3221,1,0,0,0
Android,android-BasicAndroidKeyStore,3221,1,0,0,0
Android,android-AutoBackupForApps,3221,1,0,0,0
Android,android-AsymmetricFingerprintDialog,3221,2,0,0,0
Android,android-AppShortcuts,3221,1,0,0,0
Android,android-AppRestrictionSchema,3221,1,0,0,0
Android,android-AppRestrictions,3221,1,0,0,0
Android,android-AppRestrictionEnforcer,3221,1,0,0,0
Android,android-AdvancedImmersiveMode,3221,1,0,0,0
Android,android-ActiveNotifications,3221,1,0,0,0
Android,android-ActionBarCompat-Styled,3221,1,0,0,0
Android,android-ActionBarCompat-ListPopupMenu,3221,1,0,0,0
Android,android-ActionBarCompat-Basic,3221,1,0,0,0
Android,android-key-attestation,3221,1,0,0,0
Android,android-play-places,3221,4,0,0,0
Android,android-AccelerometerPlay,3221,1,0,0,0
Android,android-play-awareness,3221,2,1,"0,000310462589258","0,5"
Android,leanback-assistant,3221,1,0,0,0
Android,android-play-safetynet,3221,4,0,0,0
Android,account-transfer-api,3221,1,1,"0,000310462589258",1
Android,android-SimpleMediaPlayer,3221,1,0,0,0
Android,android-fido,3221,6,0,0,0
Android,android-WearStandaloneGoogleSignIn,3221,1,0,0,0
Android,android-WearOAuth,3221,2,0,0,0
Android,android-unsplash,3221,5,1,"0,000310462589258","0,2"
Android,android-codelab-watchface,3221,1,0,0,0
Android,android-OurStreets,3221,1,0,0,0
Android,android-WearCompanionLibrary,3221,4,0,0,0
Android,android-gcmnetworkmanager,3221,2,0,0,0
Android,identity-toolkit-Android,3221,7,0,0,0
Android,android-WclDemoSample,3221,2,0,0,0
Android,attendee-checkin,3221,1,0,0,0
Android,android-play-games-in-motion,3221,2,0,0,0
Android,androidtv-daydream,3221,2,0,0,0
Android,androidtv-VisualGameController,3221,2,1,"0,000310462589258","0,5"
Android,androidtv-GameController,3221,2,1,"0,000310462589258","0,5"
Android,android-google-accounts,3221,3,0,0,0
