merge, 454
pull, 199
request, 210
#2, 19
from, 331
googlesamples/master, 99
#1, 77
feat:, 11
make, 29
app, 80
speak, 2
text, 37
when, 54
you, 17
tap, 3
in, 213
a, 104
bounding, 1
box, 2
with, 131
fix:, 16
only, 26
show, 35
the, 293
that, 20
matches, 1
positions, 1
on, 131
screen, 20
draw, 1
found, 4
top, 9
of, 211
camera, 29
preview, 14
implement, 34
processor, 3
to, 632
handle, 8
detections, 2
instead, 23
photos, 1
fix, 189
gradle, 120
and, 334
setup, 19
textrecognizer, 2
camerasource, 2
added, 209
instructions, 2
where, 6
find, 6
price, 5
data, 48
tune-enabled, 1
purchasing, 1
attribution, 1
initial, 36
tune, 3
enabling, 1
trivialdrive, 1
check, 30
measurement, 1
code, 74
integration, 10
fixed, 59
crash, 14
option, 3
replay, 1
onboarding, 1
lib, 15
update, 491
editstrackupdate, 1
, 60
should, 9
be, 32
called, 4
two, 8
times, 2
track, 8
alpha, 5
-, 42
untrack, 1
beta, 1
order, 12
an, 20
apk, 12
turn, 2
display, 17
sensors, 3
change, 91
improve, 11
usage, 5
remove, 111
recording, 13
許可が無いときの対応追加, 1
gitignore, 90
bluetoothlescannerに差し替え, 1
位置情報permission追加, 1
dependencies, 31
add, 374
new, 72
test, 108
methods, 12
example, 24
for, 290
latest, 22
oauth, 2
library, 24
branch, 124
master, 74
into, 50
compatibility, 1
libraries, 13
v2400, 2
sdk, 20
24, 2
build, 61
plugin, 27
v212, 1
tools, 12
version, 97
support, 43
android, 72
60, 3
https://githubcom/cbogart/violationofdirectives, 1
updated, 71
file, 78
work, 32
androidstudio, 2
task, 6
reminders, 1
readme, 57
ros, 4
files, 74
more, 45
formatting, 7
fixes, 27
formatted, 2
links, 2
hthe, 1
steps, 10
tasks, 1
error, 26
buullets, 1
changed, 61
bulletted, 1
list, 23
branches, 1
tests, 18
by, 32
running, 6
things, 4
ui, 38
thread, 3
appropriate, 1
adding, 65
tools:replace=android:label, 1
androidmanifestxml, 4
create, 49
readmemd, 60
documentation, 3
extern, 1
api, 40
key, 14
新的修改, 1
reproduction, 2
https://issuetrackergooglecom/issues/110373171, 1
extract, 4
hardcoded, 5
strings, 8
as, 51
constants, 3
toggle, 6
enable, 10
log, 12
printing, 1
issueregistry, 1
detector, 5
eventbuilderdetector, 1
clear, 5
user, 17
restriction, 8
which, 11
causes, 3
wipedata, 1
failure, 4
samsung, 2
sm-t580, 1
tablet, 1
combobox, 1
configurado, 1
para, 4
fechar, 1
atividade, 2
atual, 1
e, 5
reabrir, 1
nova, 2
atualização, 1
de, 14
seleção, 1
edição, 1
texto, 1
exemplo, 1
alteração, 1
da, 2
versão, 1
minima, 1
surportada, 1
por, 2
problemas, 1
conflito, 1
changes, 68
specific, 8
stuff, 11
note, 4
extra, 10
functionality, 9
mend, 2
all, 37
but, 23
basicsample, 4
jacoco, 2
idiomatic, 2
scala, 9
transforms, 1
touchdisplayview, 1
use, 83
bumped, 4
number, 8
ported, 1
basic, 22
multitouch, 1
newer, 4
#4, 7
acrlewis/acrlewis-patch-3, 1
test1, 2
#3, 11
acrlewis/acrlewis-patch-2, 1
acrlewis/acrlewis-patch-1, 1
style, 8
shoot, 1
raw, 8
alongside, 1
jpeg, 1
start, 18
scanning, 5
immediately, 5
after, 25
onbeaconserviceconnect, 1
is, 64
if, 17
there, 5
are, 30
already, 5
regions, 5
available, 7
strip, 4
beaconscanner#ispossible, 1
out, 14
ctor, 1
beaconscanner, 1
devicelistactivity, 1
123, 3
switched, 3
altbeacon, 1
some, 49
output, 9
set, 34
typefacemonospace, 1
via, 15
xml, 4
minorraw, 1
ibeacondata, 1
dont, 9
allow, 4
duplicates, 1
listadapter, 1
implementing, 4
equalsobject, 1
comparetoibeacondata, 1
further, 2
cleanup, 45
theme, 9
jekyll-theme-leap-day, 1
buildgradle, 66
sound, 1
+, 24
heads-up, 1
notification, 7
older, 1
versions, 22
too, 8
updating, 19
kotlin, 29
levels, 2
<, 1
26, 4
transport_le, 1
parameter, 14
connectgatt, 1
no, 25
other, 11
than, 8
moving, 4
up/down, 1
tiny, 1
device, 21
address, 6
filter, 3
getting, 7
devicecontrolactivity, 1
using, 30
appcompatactivity, 3
requesting, 2
permissions, 16
ignores, 2
invalid, 3
cast, 3
lowapipermissionshelper, 1
parrot, 1
flower, 1
power, 1
additions, 1
adapt, 1
my, 11
environment, 1
manifest, 11
studio:, 1
name, 57
attribute, 14
defined, 3
unknown, 1
android:name, 1
grandle, 2
libs, 10
debug, 23
renamed, 9
go, 10
go-jwt, 1
offlineverify, 2
go-jose, 1
init, 10
更新gitignore, 1
sync, 18
project, 46
canary6, 1
java, 14
google-servicejson, 1
hands, 2
red, 2
utc, 7
grey, 1
reason, 2
this, 17
color, 23
disappears, 1
current, 15
hours, 2
bigger, 2
height, 3
updates, 27
ambient, 1
mode, 10
images, 11
watchface, 3
screenshot, 9
increase, 2
framerate, 2
paint, 1
names, 12
colors, 11
minute, 2
hour, 5
digital, 3
minutes, 2
removed, 41
circles, 1
gmt, 2
displayed, 3
big, 1
numbers, 6
refactor, 18
delay, 5
200, 4
ms, 1
before, 17
animating, 1
watch, 8
size, 10
delete, 40
watchfaces, 1
adjust, 5
ticks, 1
darker, 1
reds, 1
center, 3
diff, 5
abbreviation, 1
reduce, 2
cleaner, 2
animate, 1
timezone, 3
time, 24
+8, 1
upload, 20
scripts, 4
repo, 6
inital, 2
vibration, 2
timer, 2
icon, 30
transofmations, 1
layout, 26
unnecessary, 15
views, 2
chagnes, 1
修改：, 1
1增加申请权限, 1
2修改uuid, 1
3修改mminstreamreadbuffer逻辑, 1
buildtoolsversion, 11
commononly, 1
commonly, 1
save, 14
model, 9
get, 17
firebase, 9
